Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude
"Well Maintained Two Storey House for Sale in Ayala Alabang Village, Muntinlupa C",,120000000,4,5,400,720,14.4226096,121.0269407
BF Bayanihan Village  | Five Bedroom House and Lot For Sale at Parañaque - #6091,,37500000,5,5,375,280,14.4462789,121.0274109
Exquisite Modern Designer House in Urdaneta Village Makati City for Sale,,800000000,5,5,700,1156,14.556078,121.0296234
"Bungalow House for SALE in West Kamias, Quezon City",,28000000,6,2,,300,14.6305587,121.0495397
"For Sale: House & Lot in Vista Valley Executive Village, Marikina City",,18000000,3,3,260,144,14.6403852,121.0966298
Capitol 8 House and Lot for Sale! Pasig City,,120000000,3,3,,444,14.5711649,121.0594975
"4 Bedrooms House and Lot for Sale in Cebu City, Cebu - Clean Title",,10000000,4,1,,184,10.2931062,123.9020773
"3 Bedroom Duplex Unit for sale at Santevi in San Pablo, Laguna",,3400000,3,2,66,80,,
"3 Bedroom House and Lot for Sale in Jaro Ilo-ilo, Casa Mira Iloilo",,3816956,3,2,53.24,72,10.7467342,122.5767201
4 Bedroom House and Lot For Sale with Roof Deck in Cabuyao Laguna,,17500000,4,3,250,214,14.2015402,121.0370618
"For Sale: White Sand Beach House Property in Dapitan City, Zamboanga del Norte",,,2,6,300,5300,8.7062112,123.4259745
"Ready for Occupancy 2 Storey Duplex House for sale at San Roque, Talisay, Cebu",,6449458,4,2,86,110,,
"Welcome to your future home in Robinsons Highlands, Buhangin, Davao City",,18500000,4,4,190,184,7.1469686,125.5940509
3 Storey Townhouse for Sale in Tandang Sora near Mindanao Avenue Quezon City,,8000000,3,2,110,45,14.6868317,121.035975
"3 bedroom Townhouse For Sale in Lancaster New City, Gentri",,2245920,3,1,40,50,14.3630407,120.8803493
"For Sale Ancestral House & Lot Circa 1928 Earnshaw, Manila (Neg.)",,27000000,6,6,,180,14.6031403,120.993417
"Brand New House in exclusive Subdivision, South Pacific Golf and Leisure Estate",,16000000,5,4,210,208,7.0774367,125.4963894
4 BR Modern Elegant Home for Sale in Novaliches Quezon City near SM Fairview,,45000000,5,5,400,300,14.7209396,121.038922
2-Storey House And Lot For Sale At Royal Villas West Amadeo Cavite,,12000000,6,5,110,240,14.1296621,120.9332054
"M-R-3-36- Acquired Property for Sale in Unit 301 Makati South Hills Condominium, East Service Road, Brgy. San Martin de Porres, Parañaque City (w/ Parking slot) - Retail",,4770850,,,136.31,,14.4984874,121.0432063
"Beautiful, Fully Renovated House for Sale in Ayala Alabang Village, Muntinlupa",,130000000,4,4,500,550,14.4226096,121.0269407
4 Bedroom with 3 parking House and Lot For Sale near Davao International Airport,,10500000,4,3,130,300,,
"For Sale 3-BR Bungalow House at Moonville Subd., Bgy. Sun Valley Parañaque City",,38000000,3,3,417,472,14.4888415,121.0325173
House and Lot For Sale Ayala Alabang Muntinlupa Modern Mansion Smart Home Ready,,420000000,7,7,1233,816,14.4226096,121.0269407
"House and Lot For Sale at Pahara Southwoods City, Carmona, Cavite",,23609000,3,2,243,240,14.3175013,121.0512123
"For Sale Brand New Townhouse in Kamuning, Quezon City",,16500000,4,4,240,60,14.6292389,121.0458642
"For Sale: 315 sqm Pre-Owned Residential House & Lot in West Crame, San Juan City",,28000000,8,4,420,315,14.6063099,121.0502649
"Modern House and Lot in Vista Real Classica, Quezon City For Sale",,72000000,4,4,504,300,14.6862585,121.099335
"New Duplex Townhouse For Sale in San Antonio, Parañaque City",,9500000,4,4,250,117,14.4689826,121.0211224
"Brand New Modern House in a Corner Lot For Sale in Ayala Alabang, Muntinlupa",,420000000,5,5,1172,762,14.4226096,121.0269407
"House and Lot for Sale at Phase 1 Vista Verde Executive, Cainta",,,3,3,148,139.5,14.6092561,121.1106377
"Bagbaguin, Sta. Maria, Bulacan, Foreclosed House and Lot - 10001000011919",,4280000,1,1,156,250,,
"2  Bedroom Home with Additions, Strong Water, Near Amenities in SN Mateo Rizal",,2000000,2,2,80,120,14.6367374,121.0942983
5 Bedroom House and Lot for Sale at Portofino Heights in Las Piñas City,,70000000,5,5,490,,14.4234362,121.0223422
"Single Attached House in San Isidro,Antipolo City near Wilcon",,8000000,4,3,166,108,14.5898029,121.1819903
"L-R-1-376- Acquired Property for Sale in Lots 11 and 12, Block 5, Ilang-Ilang Street, Villa Adelina Subdivision, Phase 3, Brgy. Sta. Clara/Bulilan Sur, Pila, Laguna - Retail",,3997800,,,160,341,14.2274672,121.3654733
Greenwoods Executive Village House and Lot for Sale! Pasig City,,29000000,5,4,334,235,14.5658684,121.0855568
"5 level house House and Lot for Sale in Maria Luisa Estate Park, Cebu City",,220000000,10,7,1522,735,,
Brand New Two Storey Modern Contemporary House for sale in San Fernando,,16800000,4,3,240,180,15.0587568,120.631483
"3BR Brand New House and Lot for Sale in Havila Township, Antipolo City",,11160100,3,3,90,150,14.5730447,121.1864717
"2-Bedroom House and Lot for Sale in Sorsogon, Bicol",,2860000,2,1,36,44,,
For Sale : Fully Furnished Beach House by the Cliff in Nasugbu Batangas,,,5,5,,1160,14.1200018,120.6239076
For Sale: House and Lot in Sucat Muntinlupa (Pre-owned) w/ 2 Car Garage,,24000000,4,,250,300,14.4569804,121.0531587
For Sale 360 sqm 5BR Astounding Brand New House in BF Homes Parañaque,,34800000,5,5,360,280,14.4462789,121.0274109
"Ayala Alabang Village, Muntinlupa City | 5BR House and Lot For Sale",,158000000,5,,,600,14.4226096,121.0269407
"For Sale 3BR Dream House in Court Yard of Maia Alta, Antipolo",,8500000,3,3,186,183,,
Elegant House with Pool and Sunset Overview For Sale in Davao City Davao del Sur,,70000000,6,6,780,1500,7.0648306,125.6080623
"V-R-2-123:  Acquired Property House and Lot for Sale in Lot 2, Block 4, Cornel Place St., Bayswater Homes Subdivision, Brgy. Agus / Marigondon, Lapu-Lapu City, Cebu",,6592000,,,160,160,10.2807554,123.9843016
"L-TH-1-165- Acquired Property for Sale in Lot 5, PCS-04-026829, Bologna St., Cosmopolitan Homes, Brgy. Bocohan, Lucena City",,1376000,,,43,65,13.957689,121.5908841
"L-TH-1-48- Acquired Property for Sale in Lot 2, Block 25, Rue Dorothee Street, Saint Monique Valais, Phase4, Brgy. Kalawaan, Binangonan, Rizal - Retail",,1726000,1,,80,66,14.4852627,121.1871126
"4 Bedrooms Brand New Townhouse Unit for Sale in Pasay City, Metro Manila",,13500000,4,4,216,72,14.5380434,121.0006244
[04845-SFO-345] House & Lot for sale in Brgy del Rosario at San Fernando City Pampanga,,5500000,3,5,202.5,120,,
"L-R-1-1083 Acquired Property for Sale in Lot 2-A-7 (PSD-04-127564), corner of Sabang Road & Lot 2-A-5, Brgy. Concepcion, San Pablo City, Laguna",,3615000,,,154,261,14.0793615,121.3389042
Modern Asian 3-Storey House with Pool in Greenwoods Executive Village Pasig City,,25500000,7,6,350,150,14.5658684,121.0855568
3 Storey Spacious Single Detached House with Attic in Las Piñas,,35868400,4,4,278,240,14.4234362,121.0223422
For Sale Brand New Bungalow House with 4 Bedrooms and Bath in Las Piñas City,,16500000,4,4,195,280,14.4252635,121.0058656
"L-R-1-1039-Acquired Property for Sale in Lots 17 and 19, Block 2, Road Lot 2 corner Road Lot 3, Dona Crisanta Subdivision, Brgy. San Roque, Rosario, Batangas",,5250000,,,250,250,13.855072,121.2032243
[03438-SFO-279] House & Lot for sale in Brgy Tabang at Plaridel Bulacan,,8000000,3,4,344,1058,,
Brand New Modern Design Townhouse with 1car garage in Las Pinas,,6300000,3,2,100,79,14.4496026,120.9750874
For Sale Pre Owned Well Maintained House and Lot BF Homes Parañaque City,,18000000,3,4,220,288,14.4475119,121.0294569
"Fully Furnished Bungalow House For Sale in BF Homes, Parañaque City",,23000000,4,3,200,221,14.4462789,121.0274109
Townhouse for sale at Sunrise Alexa Subdivision Hills (Daisy Model),,5002500,2,2,81,60,14.5984702,121.1282932
"L-R-1-591- Acquired Property for Sale in Lot 1292-B-1-C-2, Pablico St., Anonuevo Subdivision, Brgy. Pinagsanjan, Pagsanjan, Laguna - Retail",,3522000,,,160,156,14.2682389,121.4581993
"Amanda 2 Storey House & Lot for Sale in Governor's Hills, General Trias, Cavite",,8455880,4,2,167,154,14.2780301,120.915855
"Modern Industrial House with Spacious Attic For sale in Merville Park, Paranaque",,60000000,4,5,627,306,14.501909,121.0266683
"General Santos City, Foreclosed Residential – House and Lot -10093000000089",,1970000,1,1,46,77,,
3-BR Bungalow House For Sale w/ Rentable 4 Apartment Units & a 2-Bedroom House,,18000000,3,3,300,450,14.4711274,121.0076663
4 BR Modern Chic House & Lot for Sale in Upper Antipolo near Robinsons Antipolo,,15000000,4,3,170,127,14.6246563,121.1803519
"Fully Furnished House and Lot for Sale in Canyon Woods near Tagaytay, Laurel",,17000000,3,4,800,290,,
"Barandal, Calamba City, Foreclosed Residential – House and Lot- 10001000012389",,1350000,1,1,48,80,,
"For Sale: House and Lot in Camella Cabid-An, Sorsogon along Maharlika Highway",,6142000,3,2,66,88,12.9742481,124.0398913
"The 3-Bedroom Townhouse for Sale in Lancaster New City in Imus, Cavite",,2666000,3,2,60,50,14.4007938,120.9077065
SMART HOME in DAANG HARI 4 BR House and Lot - BACOOR,,,4,4,131,141,14.390641,120.9792922
"3 Bedroom Single Detached Unit at Elisa Homes in Bacoor, Cavite (St. Raphael)-Buyer",,8000000,3,2,81,120,,
Brand New Modern Industrial House and Lot For Sale in Kingsville Royale Antipolo,,15000000,4,3,258,180,14.6246563,121.1803519
"L-R-1-1000- Acquired Property for Sale in Lot 9, Block 236, Vermillon Drive, Mabuhay City Subdivision, Phase 1-E, Brgy. Mamatid, Cabuyao City, Laguna",,1189675,,,72.25,81,14.2350374,121.1518885
"House for Sale in Doña Pilar Sasa, Davao City",,16000000,5,4,167,152,7.1201013,125.6505837
"800sqm 5BR Airy & Bright Modern House For Sale in Ayala Alabang, Muntinlupa City",,213000000,5,5,800,660,14.4226096,121.0269407
"Affordable and Good Quality House For Sale Here in Porac, Pampanga",,869000,1,1,32,62,15.0188367,120.5412948
"6-Bedroom House and Lot For Sale in Royale Cebu Subdivision, Consolacion",,22000000,6,5,400,394,10.3741863,123.9529404
"3 Bedroom Single Attached House and Lot For Sale in Alaminos, Laguna",,6270000,3,2,77,140,,
A 3 Bedroom House and Lot Available in Silang Cavite Near Tagaytay.,,5781000,3,3,108,117,14.208871,120.9528707
"Jibao-An, Pavoa, Foreclosed Residential – House and Lot - 10080000000416",,1300000,1,1,48,70,,
"L-R-1-1295: Acquired Property House and Lot for Sale in Lot 17, Block 12, Apo St., Brgy. Mabini Homesite, Cabanatuan City, Nueva Ecija",,1412800,1,,64,180,,
House and Lot for sale at Sunrise Alexa Subdivision Hills (Louvelle Model),,7257800,3,2,93,155,14.5984702,121.1282932
For Sale Pre-selling Modern Design Two (2) Storey Single House and Lot Las Piñas,,15800000,4,3,175,115.25,14.4330886,120.9847045
"2-Bedrooms Mikaela RFO Townhouse for Sale in Camella Aklan at Numancia, Aklan",,2959000,2,1,46,44,,
"For Sale Ready For Occupancy 2 Bedrooms Rowhouse in Numancia, Aklan",,1969000,1,1,22,44,,
"House & Lot for Sale in Kishanta Subd., Talisay, Cebu | 3 Bedroom",,13000000,3,2,172,150,,
2 Bedroom Townhouse For Sale in Camella Pili near CWC and Naga Airport,,,2,2,42,,,
"Unfinished House and Lot for Sale in Concepcion Uno, Marikina",,6500000,5,3,300,380,14.6510742,121.1038227
"Brand New Single Detached House for Sale in BF Resort, Las Piñas",,15000000,4,4,220,111,14.4478903,120.9853979
2 Bedroom House and Lot Unit for Sale at White Plains Porac (Tangerine),,1227000,2,1,39,107,15.0188367,120.5412948
"L-TH-1-134- Acquired Property for Sale in Lot 2A, Psd 394736, Cogeo Avenue, Cogeo Village, Brgy. Bagong Nayon, Antipolo City, Rizal - Retail",,3398700,1,,243,77,14.6261877,121.1685012
For Sale: 2 Storey Townhouse in Antipolo City w/ 3BR (nr Robinson’s Mall) PH2857,,6560400,3,2,99.27,60.7,14.6360063,121.1240475
"Fully Furnished House For Sale in Villa de Mercedes Subd. in Toril, Davao City",,19500000,4,4,330,550,7.0380711,125.4651385
2-Bedroom Single Firewall Ezabelle Unit House for sale in Camella Sorsogon - Pre-selling,,4340000,2,1,46,66,,
"5BR Multi-Level Modern House and Lot for Sale in Greenwoods Exec. Village,Cainta",,26500000,5,5,350,150,14.5738922,121.111182
"Brandnew House and Lot for sale in Woodridge Subd Ma-a, Davao City",,16000000,4,4,202,180,7.0807144,125.5827159
House for Sale in Naic Cavite,,1600000,2,1,47,54,14.3358939,120.7871387
House and lot for Sale Dasmarinas for as low as 12000 Monthly Thru Pag ibig,,2068000,2,1,44.5,58.5,14.293724,120.9366838
"4-Bedroom House and lot for sale in Molino III, Bacoor, Cavite RFO",,8231063,4,3,98,131,,
"House and Lot for Sale at SRE1 near Solenad, All Home, Nuvali. Santa Rosa City!",,18000000,5,4,304,200,14.2548285,121.0664623
"L-R-1-1134- Acquired Property  for Sale in Lots 329-C-3 and 329-C-1-A, Brgy. Talisay, Calatagan, Batangas",,8825300,,,375,1768,13.9073401,120.6275545
"L-S-5-201604-2:Acquired Property for Sale Lot 11-B, Emerald Coast Executive Village, Brgy. Peas/Duale, Limay, Bataan",,1665200,1,,80,62,14.5578317,120.5874717
"L-R-1-1025- Acquired Property for Sale in Lot 16, Block 25, Mimosa Lane St., Acacia Park Homes Subdivision, Brgy. Saimsim, Calamba City, Laguna",,3500000,,,157.3,65,14.1674376,121.1461677
"Alyza Single Detached in Victoria South of Alabang, Muntinlupa",,13000000,3,3,140,240,14.3801129,121.0514828
Charming and Cozy Feels Duplex House and Lot For Sale in Lower Antipolo,,13000000,4,3,144,120,14.6248348,121.1213588
"For Sale Modern Design Corner Three (3) Storey Single Attached House, Las Piñas",,15000000,5,4,240,122,14.4330886,120.9847045
House and Lot with Infinity Pool Brand New For Sale in Antipolo City,,50000000,4,5,495,521,14.6246563,121.1803519
"Suntrust Verona 4 Bedroom House and Lot for Sale in Silang, Cavite,- Gisella",,6546210,4,2,116.4,176,14.1954985,121.0064911
"5BR Multi-Level Modern House and Lot for Sale in Greenwoods Exec. Village,Cainta",,26500000,5,5,350,150,14.5738922,121.111182
"V-R-2-113: Acquired Property  for Sale in Lot 18 and 20, Block 3, Road Lot 3, Edzaville Subdivision, Brgy. Binicuil, Kabankalan, Negros Occidental",,4202000,,,170.1,200,10.0216402,122.8224775
"5 Bedroom Mansion for sale in Ayala Alabang Village, Muntinlupa",,900000000,5,5,1080,2571,14.4226096,121.0269407
Newly Renovated 3 Bedroom House for Sale in BF Homes Parañaque,,17800000,3,2,280,280,14.4462789,121.0274109
"Modern Contemporary House for sale in Greenwoods Pasig city near Taguig, Makati",,25000000,6,6,380,150,14.5658684,121.0855568
"3-Bedroom Townhouse For Sale in Lancris Premier, Don Bosco, Parañaque City",,9488617,3,3,121,100,,
3 Bedroom Townhouse Unit for sale at Courtyards at Golden Horizon (Stefania),,2110795,3,2,64.26,50,14.282215,120.8905553
Sale: 5 Bedrooms Brand New Townhouse in New Manila near Robinsons Magnolia,,65000000,5,5,488,167,14.6134141,121.0291416
For Sale Brand New Modern Design Two (2) Storey Triplex House and Lot Parañaque,,9200000,4,3,118.7,66,,
Single Attached House and Lot For Sale in Zabarte Subd. Quezon City,,5480000,3,2,94.38,60,,
"For Sale > 3 Bedroom House and Lot in Dasmariñas, Cavite inside FCIE Compound",,3200000,3,2,110,150,14.293724,120.9366838
Townhouse for sale at Sunrise Alexa Subdivision Hills (Jaden Model),,5324500,2,2,88,60,14.5984702,121.1282932
"L-S-5-201604-3- Acquired Property for Sale in Unit 13-A, Ruby St.,  EMERALD COAST EXECUTIVE VILLAGE, Brgy. Peas/Duale, Limay, Bataan - Sub",,1665200,1,,80,62,14.5578317,120.5874717
"For Sale 3-Storey Country House in Golden City in Taytay, Rizal",,,6,5,300,139,,
Brandnew house w pool im Mckinley Hill nr BGC Taguig,,208000000,5,6,642,288,14.5330489,121.0524293
"House for Sale with Swimming Pool in Merville Park, Parañaque City",,78000000,4,4,300,705,14.501909,121.0266683
"L-R-1-831- Acquired Property for Sale in Lot 7 & 8, Block 1, Andaman Village, Brgy. Gulang - Gulang, Lucena City, Quezon - Retail",,6691520,,,379,308,13.9607505,121.6097897
"Corner House and Lot with Basement in Sun Valley Residential Estate, Antipolo",,68000000,7,7,884,523,14.6246563,121.1803519
"Brand New House for Sale in South Forbes Villas,  near Ayala Westgrove Heights",,17990000,3,2,220,150,14.2510549,121.0527366
"Fully Furnished House and Lot for Sale in Forbes Park, Makati",,2500000000,5,7,2100,1525,,
Valle Verde 2 Maintained House and Lot for Sale in Pasig City,,165000000,4,4,,509,14.581705,121.0727437
"V-R-2-102: Acquired Property  for Sale in Lot 29, Block 7, Road Lot 2, Golden River Village, Brgy. Taculing, Bacolod City, Negros Occidental",,2663200,,,90,96,10.6479647,122.9529624
Rush For Assume House and Lot for sale Located at Cagayan de Oro,,,4,3,85,99,8.3982349,124.5952217
Spacious 4 Bedroom with comfort room For Sale - House and Lot in Lapu-Lapu City,,9000000,4,5,156,150,10.2807554,123.9843016
St Joseph Ridgeview 01/24 Update | Single Attached House for sale in San Pedro,,2484027,1,1,26,84,14.3269207,121.0178307
[05094-CEB-138] Townhouse for sale in Brgy Lahug at Cebu City Cebu,,6500000,3,4,184,130,,
Preselling 3 Bedroom 2 Carpark In Parang Marikina,,6500000,3,2,81,88.81,14.6589442,121.1118171
Townhouse For Sale in North Fairview with 1 Car Garage and 3 Bedrooms. PH2594,,6950000,3,3,96,60,14.7055228,121.0742821
"7 Bedroom House and Lot For Sale at Muntinlupa, Metro Manila",,63500000,7,7,700,460,14.4185637,121.0447216
elegant single detached house in bf resort village las pinas city,,15000000,4,3,210,111,14.4330886,120.9847045
"2 Bedroom House and Lot for Sale at Grand Royale in Malolos, Bulacan (Freya)",,3812480,2,2,52,96,14.8614278,120.8067497
4 Bedroom Stunning Pre-selling House and Lot For Sale in Paranaque City,,45000000,4,4,350,280,14.4462789,121.0274109
"Rent-to-Own 3 Bedroom in Sunny Homes, Padre Garcia, Batangas For Sale",,2300000,3,1,48,52,13.8998198,121.2182294
2 Storey House and Lot with Spacious Garden in Baguio City,,20000000,3,4,280,408,,
"For sale 3 Bedroom House with Swimming Pool, 4 Bathroom, Car Park, 1 Maidroom",,19900000,3,4,240,246,,
"For Sale > Single Detached corner House, St . Francis Homes XI, Biñan Laguna",,9000000,5,3,280,279,,
